Chr	Start	End	Strand	Length	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
evm.TU.utg2367.9	utg2367	98105	98932	-	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.10	utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367	99443;99586;100520;101108;101841;103041;103818;103987;104712;104871;105339;105816;106492;107214;107846;108746;109652;110273;110853;112177;112422;112984;113856;114675;114931;115386;115742;116379;116778;117368;117689;118476;119000;119436;119986;120225;120561;120863;121390;122180;122534;123017;123828	99493;99615;100636;101206;102077;103136;103884;104093;104798;104929;105479;105878;106597;107300;107929;108937;109705;110374;110948;112311;112550;113118;113918;114764;114990;115493;115789;116438;116825;117457;117772;118538;119107;119525;120038;120294;120656;120952;121594;122234;122654;123115;123943	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4091	649	818	1330	971	1021	232	641	985	743	667	1045	1890	421	650	553	2063	744	1259	779	1527	737	663	683	553	1270	959	427	816
evm.TU.utg2367.11	utg2367;utg2367	124162;125253	124586;125319	+;+	492	2	3	12	10	4	7	4	7	4	0	8	33	3	4	0	52	7	4	4	3	20	5	3	5	9	10	3	7
evm.TU.utg2367.12	utg2367;utg2367;utg2367;utg2367;utg2367	129782;130574;131372;132039;132622	129869;130806;131453;132215;132746	+;+;+;+;+	705	0	14	7	4	5	19	3	5	2	0	0	1	0	0	0	0	4	13	4	5	0	0	0	2	4	7	2	0
evm.TU.utg2367.13	utg2367;utg2367;utg2367;utg2367;utg2367	144119;145718;145960;146474;147894	144323;145858;146255;147770;148114	+;+;+;+;+	2160	2	2	4	5	3	2	0	5	0	0	0	0	2	0	0	2	1	48	4	0	0	6	7	0	0	2	0	0
evm.TU.utg2367.14	utg2367;utg2367	149596;154848	154529;154899	-;-	4986	0	1	0	4	2	0	4	2	0	0	0	0	0	2	0	0	0	63	0	4	0	0	0	0	0	0	0	0
evm.TU.utg2367.15	utg2367;utg2367	163815;164272	164026;164491	+;+	432	3	8	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	7	0	1	4	0	2	0	1	9
evm.TU.utg2367.16	utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367	172309;172890;173288;173446;173690;174900;175589;176978;177743	172340;172961;173359;173517;173761;175078;175729;177273;179047	+;+;+;+;+;+;+;+;+	2241	19	42	16	9	6	0	5	4	9	10	0	0	11	6	0	4	17	51	3	28	0	18	31	0	16	9	6	6
evm.TU.utg2367.17	utg2367	179319	179660	+	342	3	5	0	2	2	0	1	5	0	1	0	4	3	7	0	0	2	7	2	4	0	2	1	0	0	0	0	5
evm.TU.utg2367.18	utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367	182474;182875;183334;183771;183843;184500;184500;184974;184974;185677;185677;186515;186515;187494;187494;187732;187732;188103;188103;188705;188705;188940;188940;189867;189867;190396;190396;190901;190901;191434;191434;191573;191573;192152;192152;192699;192699;194654;194654;194812;194812	182589;183001;183455;183947;183947;184732;184732;185190;185190;185810;185810;186951;186951;187586;187586;187826;187826;188209;188209;188792;188792;189102;189102;189978;189978;190482;190482;191001;191001;191474;191474;191733;191733;192210;192210;192757;192757;194739;194739;194912;194912	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2916	166	165	351	173	325	43	94	234	120	153	124	375	53	160	100	276	206	375	120	393	61	225	182	117	334	178	118	163
tRNAscan-SE.tRNA.utg2367.Cys(GCA).1	utg2367	185305	185379	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
evm.TU.utg2367.19	utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367	195356;197649;198418;199129;199958;201129;202557;203319;205607;206323;207365;208451;209046;209991;211324;212178	195467;197903;198600;199386;200659;201970;202761;205109;205893;206989;207968;208755;209284;210726;211488;212671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7845	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	5	0	0	0	4
evm.TU.utg2367.20	utg2367;utg2367;utg2367	213889;214374;214556	214202;214474;215670	+;+;+	1530	151	158	204	207	207	134	120	203	93	73	100	252	75	121	128	300	104	233	214	304	63	121	61	243	280	236	139	190
evm.TU.utg2367.21	utg2367;utg2367;utg2367	216018;218006;218171	217299;218063;218174	-;-;-	1344	92	74	164	173	106	378	100	94	76	80	764	57	42	118	66	105	114	213	140	104	413	25	88	358	120	98	65	61
evm.TU.utg2367.22	utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367;utg2367	218770;219352;220368;221172;222104;223001;223573;224686;225791;226033;226404;226642;227599;229343;230284;230769	218834;220097;220679;221495;222339;223166;224262;225465;225976;226182;226568;226906;227767;229503;230336;231115	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4815	2	0	3	3	0	1	0	2	0	0	0	0	1	0	0	0	0	68	0	2	0	0	2	3	4	0	0	2
evm.TU.utg2367.23	utg2367	235913	236899	+	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.24	utg2367	238746	239651	+	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.25	utg2367	241739	242620	+	882	0	1	0	0	4	0	1	0	1	0	0	1	0	3	0	11	1	1	4	0	0	4	0	0	0	1	0	0
evm.TU.utg2367.26	utg2367	252397	253353	+	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.27	utg2367	258166	259128	-	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.28	utg2367	261893	262855	-	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.29	utg2367	267882	268838	-	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
evm.TU.utg2367.30	utg2367	271133	271552	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2367.31	utg2367	277859	278623	-	765	0	0	5	8	6	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	6	0	2	0	4	4
evm.TU.utg2367.32	utg2367	283977	284957	-	981	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
evm.TU.utg2371.1	utg2371;utg2371;utg2371;utg2371	1651;2062;3077;3519	1766;2180;3347;3755	+;+;+;+	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.2	utg2371;utg2371	10447;10680	10515;10892	-;-	282	4	0	4	0	0	0	0	3	0	3	0	2	0	1	0	0	0	0	0	5	0	4	1	0	2	0	0	2
evm.TU.utg2371.3	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	17472;18923;19493;19977;20280;22584;23079;23795;23973;24602;25531;26064;28191;28694;28824;28947;29136;29783;29929;30243;31039;31253;31943;32255;32515;33137;34316;35559;38114;39542	17567;18997;19540;20060;20298;22624;23149;23852;24026;24679;25619;26178;28271;28747;28878;29050;29255;29851;30062;30369;31162;31344;32050;32364;32648;33297;34371;35870;38376;39584	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2975	157	172	302	349	131	75	139	156	128	147	74	286	132	136	99	268	191	437	172	327	67	160	32	112	228	234	85	104
evm.TU.utg2371.4	utg2371;utg2371	44135;46561	44937;47014	-;-	1257	74	103	142	174	107	55	141	99	90	65	56	191	41	105	67	110	64	211	141	135	39	102	99	119	166	180	60	62
evm.TU.utg2371.5	utg2371;utg2371;utg2371	50156;52719;55969	50849;52890;56119	+;+;+	1017	99	105	153	153	127	61	109	78	82	62	52	140	45	99	27	88	58	186	153	105	18	118	58	79	168	197	89	53
evm.TU.utg2371.6	utg2371;utg2371;utg2371	61212;61656;61787	61362;61711;61912	-;-;-	333	2	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
evm.TU.utg2371.7	utg2371;utg2371	64082;64781	64359;64790	-;-	288	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0
evm.TU.utg2371.8	utg2371;utg2371;utg2371	65263;66711;66865	65892;66788;67119	+;+;+	963	0	0	0	0	0	0	0	0	0	0	2	64	0	0	0	75	0	0	0	2	0	2	0	0	6	0	0	0
evm.TU.utg2371.9	utg2371;utg2371	78799;78974	78897;79264	+;+	390	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.10	utg2371	79396	80597	+	1202	36	27	39	29	32	10	20	51	38	30	25	68	14	17	22	87	29	58	33	91	5	26	36	11	50	47	27	38
evm.TU.utg2371.11	utg2371;utg2371	81551;82324	82174;83523	+;+	1824	96	116	110	140	157	35	70	135	97	59	79	182	71	104	127	190	110	323	125	257	27	56	75	52	172	150	74	131
evm.TU.utg2371.12	utg2371;utg2371;utg2371;utg2371	89077;96504;97247;97877	89530;96720;97301;98035	+;+;+;+	885	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.13	utg2371	99655	100071	+	417	6	9	0	3	16	3	9	1	1	0	3	2	0	4	0	7	3	3	2	0	0	1	18	0	1	1	10	5
evm.TU.utg2371.14	utg2371	100234	100698	+	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.15	utg2371;utg2371;utg2371;utg2371	101279;103069;103376;104261	102733;103218;103791;104375	-;-;-;-	2136	0	0	1	0	0	2	2	0	4	0	0	2	0	0	0	12	2	2	0	2	0	0	10	5	0	0	2	4
evm.TU.utg2371.16	utg2371;utg2371;utg2371;utg2371	104660;105754;105999;106342	104855;105866;106067;106698	+;+;+;+	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.17	utg2371;utg2371;utg2371;utg2371	107282;107705;108073;108244	107344;107825;108155;108582	+;+;+;+	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.18	utg2371	109667	110101	+	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
evm.TU.utg2371.19	utg2371;utg2371	116212;117749	116271;118339	-;-	651	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.20	utg2371;utg2371;utg2371;utg2371	120298;121193;121397;121669	120521;121287;121471;121904	+;+;+;+	630	261	146	199	295	226	0	190	243	147	187	49	42	155	150	188	40	228	440	290	448	18	78	178	0	320	364	228	236
evm.TU.utg2371.21	utg2371;utg2371;utg2371	122354;122658;123090	122581;122856;123247	-;-;-	585	28	55	61	37	60	2	16	24	21	31	133	35	13	27	27	30	26	86	50	83	92	42	40	4	85	40	32	29
evm.TU.utg2371.22	utg2371;utg2371	130624;132421	131144;132697	-;-	798	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0
evm.TU.utg2371.23	utg2371	134262	134582	-	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.24	utg2371;utg2371	155459;155771	155511;156092	-;-	375	6	20	10	10	6	8	8	12	6	4	0	18	2	4	6	5	0	16	10	34	0	3	0	0	16	2	0	0
evm.TU.utg2371.25	utg2371;utg2371	158378;159651	158939;159934	+;+	846	27	35	48	35	63	0	9	49	32	42	66	136	28	27	34	88	49	86	43	93	40	45	17	27	59	27	17	33
evm.TU.utg2371.26	utg2371;utg2371;utg2371;utg2371;utg2371	160796;161713;162341;162878;163210	161052;161984;162474;163137;164344	-;-;-;-;-	2058	94	120	232	198	187	260	141	185	121	99	129	195	139	93	100	302	190	282	99	282	145	79	95	199	192	272	102	104
evm.TU.utg2371.27	utg2371;utg2371;utg2371;utg2371	165426;165783;172219;173431	165469;165901;173327;174210	+;+;+;+	2052	3	1	4	9	0	4	1	0	5	0	0	0	2	0	0	4	4	8	2	3	1	0	1	1	2	4	2	0
evm.TU.utg2371.28	utg2371	175046	175411	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.29	utg2371;utg2371	175660;176453	176142;176821	+;+	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.30	utg2371	177796	178143	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
evm.TU.utg2371.31	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	178788;179358;179631;180247;180686;181092;181962;182254	179208;179559;180168;180460;180937;181263;182146;182405	+;+;+;+;+;+;+;+	2136	0	0	0	0	1	0	0	0	0	3	23	0	4	0	0	0	4	9	3	8	14	0	1	0	1	0	4	0
evm.TU.utg2371.32	utg2371;utg2371;utg2371	182945;183411;183790	183168;183662;184302	-;-;-	989	205	225	341	448	455	61	247	580	449	366	757	15	237	231	287	34	513	1503	279	881	313	210	240	49	484	405	394	353
evm.TU.utg2371.33	utg2371;utg2371	185012;185383	185243;185879	+;+	729	7	6	25	7	4	0	7	7	10	12	13	5	7	4	12	7	6	19	10	18	2	9	2	10	16	13	3	10
evm.TU.utg2371.34	utg2371;utg2371;utg2371	185966;187308;187447	186961;187345;188176	+;+;+	1764	69	89	164	71	149	29	78	95	85	66	155	86	47	65	65	75	100	224	97	167	52	78	53	74	178	132	78	107
evm.TU.utg2371.35	utg2371;utg2371;utg2371;utg2371	191926;192411;192636;193472	191965;192513;192873;193678	-;-;-;-	588	20	45	56	43	49	30	27	41	13	28	17	56	16	9	10	52	25	81	33	61	15	14	8	19	38	27	37	45
tRNAscan-SE.tRNA.utg2371.Pseudo(TAC).1	utg2371	195095	195168	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.36	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	197763;204733;205294;205796;206168;207770;209447;210031;210522;212036;213705;214002;214827;216377	197869;205051;205410;205870;206293;207808;209551;210120;210619;212150;213737;214142;214997;216475	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1635	185	209	364	267	242	52	176	161	109	130	86	299	89	107	150	208	143	284	303	402	43	166	120	118	361	309	161	184
evm.TU.utg2371.37	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	223646;225421;226207;226660;227514;231827;232569	223721;225480;226374;226810;227626;232048;232996	+;+;+;+;+;+;+	1218	0	1483	529	7	332	170	436	69	347	601	1	0	302	9	2	1734	250	110	612	2	327	4	4	238	604	8	128	3
evm.TU.utg2371.38	utg2371;utg2371;utg2371;utg2371;utg2371	235601;236241;237088;238269;238954	235712;236420;237231;238528;239040	+;+;+;+;+	783	6	3173	1030	6	1165	345	973	254	927	1510	4	5	976	46	18	4668	716	395	1470	24	615	0	22	897	1140	17	194	8
evm.TU.utg2371.39	utg2371	245211	246212	+	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.40	utg2371	257289	257642	-	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.41	utg2371;utg2371	257799;258215	258134;258256	+;+	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.42	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	260941;262628;263731;264376;265112;266197;267104;268035;268246;268630	261561;262713;263829;264501;265277;266418;267204;268143;268299;268731	-;-;-;-;-;-;-;-;-;-	1686	58	119	194	124	85	30	75	96	69	69	77	205	44	86	62	223	166	208	93	222	45	52	30	60	130	114	39	82
tRNAscan-SE.tRNA.utg2371.Cys(ACA).1	utg2371	264095	264169	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
evm.TU.utg2371.43	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	270239;270815;272505;273678;274909;275197	270504;270956;272566;273832;275040;275228	-;-;-;-;-;-	789	18	19	38	27	27	4	5	28	27	9	16	56	6	14	19	44	40	52	14	63	5	20	9	11	32	36	10	20
tRNAscan-SE.tRNA.utg2371.Cys(ACA).2	utg2371	281318	281392	-	75	17	15	19	23	41	8	4	17	21	13	4	26	9	9	11	29	22	40	42	31	2	4	12	11	35	22	14	21
tRNAscan-SE.tRNA.utg2371.Ser(GCT).1	utg2371	291935	292016	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2371.44	utg2371;utg2371;utg2371	293885;295634;296715	293946;295851;297160	-;-;-	726	352	267	422	969	309	214	417	419	437	352	313	467	354	301	462	696	338	1598	873	649	248	347	254	164	714	536	376	386
evm.TU.utg2371.45	utg2371	297198	297527	+	330	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	2	1	6	2	0	0	0	2	0
evm.TU.utg2371.46	utg2371;utg2371;utg2371	299436;299770;307650	299589;299949;308209	-;-;-	894	298	216	381	660	193	134	245	295	277	232	188	461	190	214	308	567	223	737	628	373	139	379	294	156	516	315	167	268
evm.TU.utg2371.47	utg2371	312339	312965	+	627	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0
evm.TU.utg2371.48	utg2371	331384	331656	+	273	614	767	911	2195	1126	3830	778	737	1333	1167	409	5973	550	821	762	3208	1494	2917	2167	1527	319	1079	2776	2308	1209	1494	1212	1010
evm.TU.utg2371.49	utg2371	332981	333931	+	951	11	0	7	16	15	22	0	4	2	2	71	10	0	9	8	3	5	12	6	11	23	10	16	37	19	12	6	13
evm.TU.utg2371.50	utg2371	334471	335685	+	1215	32	7	41	97	46	0	20	34	16	6	6	37	26	7	19	34	25	77	38	79	0	51	22	2	59	84	26	40
evm.TU.utg2371.51	utg2371	335875	336831	-	957	4	3	8	93	15	1	24	30	10	6	0	28	14	10	22	24	14	71	50	50	0	35	11	10	46	15	26	43
evm.TU.utg2371.52	utg2371	340766	341500	-	735	123	110	117	156	128	29	84	118	67	73	119	217	56	70	82	173	116	270	157	217	51	121	42	63	173	170	99	113
evm.TU.utg2371.53	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	343044;343629;344322;345458;346522;347160;347578;348395;349822;350371	343184;343703;344410;345569;346632;347212;347683;348592;349932;350373	-;-;-;-;-;-;-;-;-;-	999	77	137	218	203	131	46	95	146	120	147	114	349	56	82	112	329	139	349	183	219	56	120	55	86	214	162	76	110
evm.TU.utg2371.54	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	350562;351370;351514;351933;352289;352885;354302;354865;356058;356833;357669;358957	350634;351433;351619;352058;352350;353015;354365;354979;356093;356967;357767;359001	+;+;+;+;+;+;+;+;+;+;+;+	1056	151	185	328	264	263	93	227	231	200	207	173	615	163	188	218	495	285	586	387	480	116	115	103	150	321	259	124	166
evm.TU.utg2371.55	utg2371	360219	360776	-	558	4	7	32	4	19	0	10	6	4	8	6	25	4	8	14	24	19	32	13	27	4	9	4	0	19	6	10	10
evm.TU.utg2371.56	utg2371;utg2371;utg2371	361186;362390;362952	361314;362502;363132	+;+;+	423	26	18	54	58	29	3	26	26	24	23	20	137	19	15	26	210	42	54	41	42	1	21	17	4	64	34	14	45
evm.TU.utg2371.57	utg2371;utg2371;utg2371;utg2371	364071;364527;365439;366199	364200;364668;365564;366331	+;+;+;+	531	68	46	110	201	76	55	64	113	101	57	29	281	82	48	77	634	85	160	122	140	20	57	38	24	112	135	50	72
evm.TU.utg2371.58	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	370947;370947;370947;371205;371205;371205;371494;371573;372633;372633;372633;373224;373224;373224;374194;374194;374194;376633;376633;376633	371112;371112;371112;371468;371416;372029;372029;372029;372734;372734;372734;373363;373363;373363;374373;374373;374373;377305;377305;377192	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2086	3189	4189	4150	3699	2555	792	2523	2826	3454	3116	1208	4513	1551	2546	3240	5816	1815	4071	5162	4379	839	3827	4651	1119	6349	3716	2370	3453
evm.TU.utg2371.59	utg2371;utg2371;utg2371	379869;380257;380496	380030;380354;380889	+;+;+	654	146	246	448	318	240	286	292	264	125	228	390	408	110	233	151	369	259	631	464	494	225	170	91	467	585	295	171	180
evm.TU.utg2371.60	utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371;utg2371	380942;381608;381924;382147;382426;382598;383078;383335;383681;384256;384465	381388;381755;381998;382287;382518;382804;383241;383437;384168;384368;385093	-;-;-;-;-;-;-;-;-;-;-	2608	272	155	296	342	393	4	159	417	366	191	59	12	171	216	279	15	252	424	210	842	25	173	299	9	471	580	294	431
evm.TU.utg2371.61	utg2371;utg2371;utg2371	386373;387550;389711	386716;387919;390286	-;-;-	1290	128	95	176	117	112	32	31	73	38	90	6	4	10	58	100	8	53	84	97	180	5	61	112	32	241	198	90	133
evm.TU.utg2371.62	utg2371;utg2371;utg2371;utg2371	399320;399887;400644;401489	399558;400256;401236;401663	-;-;-;-	1377	179	263	396	407	253	27	257	150	62	139	69	146	94	92	84	118	157	244	126	217	29	128	71	15	299	423	164	181
evm.TU.utg2371.63	utg2371	405419	405739	-	321	0	2	4	4	0	3	0	2	1	0	0	0	0	0	0	4	0	2	14	0	0	0	1	1	4	2	0	2
evm.TU.utg2371.64	utg2371	408682	409626	-	945	16	18	27	38	39	0	15	34	7	17	5	15	27	49	12	2	48	60	18	26	2	16	16	2	30	43	26	15
evm.TU.utg2371.65	utg2371;utg2371;utg2371;utg2371;utg2371	410613;411374;412160;412596;412808	410667;411828;412291;412726;413216	-;-;-;-;-	1182	4	13	13	15	18	0	8	10	1	7	2	4	14	14	3	12	5	16	7	15	4	12	5	2	14	30	14	18
evm.TU.utg2371.66	utg2371;utg2371;utg2371;utg2371	414630;420895;421224;421550	415226;421126;421528;422548	+;+;+;+	2133	35	26	42	25	39	16	30	39	31	23	0	69	28	8	12	44	42	54	22	82	4	22	20	23	48	54	13	30
evm.TU.utg2371.67	utg2371	423724	425202	-	1479	9	14	13	10	22	0	7	7	8	2	5	10	13	0	0	12	18	22	12	22	16	15	21	4	20	12	9	13
evm.TU.utg2371.68	utg2371	435017	435259	-	243	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
evm.TU.utg2371.69	utg2371	435313	435672	-	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
evm.TU.utg2371.70	utg2371	436183	436578	+	396	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	2	0	0	0	4	0	0	0	0
evm.TU.utg2371.71	utg2371	437287	437991	+	705	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	2	0	0	0	0
evm.TU.utg2371.76	utg2371	441666	442427	+	762	0	1	0	2	1	0	0	0	0	0	0	0	0	2	0	2	2	3	0	2	0	0	0	2	0	2	0	0
evm.TU.utg2371.77	utg2371	443538	444881	-	1344	0	0	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0	4	17	0	2	34	6	0	0	0
evm.TU.utg2371.78	utg2371	444986	445567	-	582	1	0	2	0	0	16	0	2	0	0	2	0	0	0	0	0	0	1	0	0	13	2	3	28	2	0	0	0
evm.TU.utg2371.79	utg2371	446591	446947	-	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
evm.TU.utg2371.82	utg2371	448574	449095	-	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2379.14	utg2379	7165	7707	+	543	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	5	0	0	6	0	0	0	0
evm.TU.utg2379.15	utg2379	23993	24847	-	855	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
evm.TU.utg2379.16	utg2379;utg2379	25179;25356	25259;25565	+;+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2379.17	utg2379	35323	35835	+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2379.18	utg2379;utg2379;utg2379;utg2379	36682;37293;37538;37766	36889;37456;37695;37838	-;-;-;-	603	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2379.20	utg2379	39359	40363	+	1005	6	10	12	27	12	0	24	5	5	2	0	0	4	12	8	2	10	26	9	6	0	4	4	0	10	12	6	2
